index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,17.217,20.687,Will the clerk please call the role.,0,,
1,0.97,20.687,21.621,Councilmember Mosqueda.,1,,
2,0.97,21.621,23.39,Present.,2,,
3,0.97,23.39,26.459,Councilmember Pedersen.,3,,
4,0.97,26.459,28.495,Here.,4,,
5,0.97,28.495,31.898,Councilmember Sawant.,5,,
6,0.97,31.898,32.499,Councilmember Strauss.,5,,
7,0.97,32.499,34.1,Resident.,6,,
8,0.97,34.1,39.205,Councilmember Herbold.,7,,
9,0.97,39.205,43.51,Councilmember Juarez.,7,,
10,0.97,43.51,46.079,Councilmember Lewis.,7,,
11,0.97,46.079,50.016,Present.,8,,
12,0.97,50.016,50.617,Councilmember Morales.,9,,
13,0.97,50.617,51.317,Here.,10,,
14,0.97,51.317,54.888,Council President Gonzalez.,11,,
15,0.97,55.021,56.222,Here.,12,,
16,0.97,56.222,58.525,Six present.,13,,
17,0.97,58.525,64.898,I would like to note that Councilmember Sawant appears to have joined us.,14,,
18,0.97,64.898,66.032,We have seven present.,14,,
19,0.97,66.032,68.735,Thank you.,15,,
20,0.97,68.735,70.136,Great.,16,,
21,0.97,70.136,74.14,"Recent patients, I am not aware of any presentations today.",16,,
22,0.97,74.14,90.356,Just like I did this morning a Council briefing for full council I'm going to suspend the rules to continue to allow remote participation consistent with the governor's proclamation.,16,,
23,0.97,90.356,95.528,Rules are silent allowing.,16,,
24,0.97,95.528,115.915,"The Council anticipates continuing this to allow the Council to conduct business, if there is no objection the Council rules will be suspended to allow Councilmembers to hold remote meetings and to participate electronically at City Council and Committee meetings through November 9, 2020.",16,,
25,0.97,115.915,125.992,"Hearing no objection the Council rules are suspended and remote meetings and participating electronically through November 9, 2020.",16,,
26,0.97,125.992,134.701,"The minutes of the special city council meeting of September 29, 2020 have been reviewed.",16,,
27,0.97,134.701,138.705,If there is no objection the minutes will be signed.,16,,
28,0.97,138.705,140.406,Hearing no objection the minutes are being signed.,16,,
29,0.97,140.406,144.911,Will the clerk please affix my signature to the minutes.,16,,
30,0.97,144.911,146.145,Adoption of the referral calendar.,16,,
31,0.97,146.145,151.784,If there is no objection the introduction and referral calendar will be adopted.,16,,
32,0.97,151.784,157.624,Hearing no objection the introduction and referral calendar is adopted.,16,,
33,0.97,157.624,158.691,Approval of the agenda.,16,,
34,0.97,158.691,163.196,If there is no objection the agenda will be adopted.,16,,
35,0.97,163.196,166.232,Hearing no objection the agenda is adopted.,16,,
36,0.97,166.232,166.833,Public comment.,16,,
37,0.97,166.833,174.04,"Colleagues, at this time we will open the remote public comment period.",16,,
38,0.97,174.04,189.155,"I think, I thank everyone for their ongoing patience as we continue to operate this remote public comment system.",16,,
39,0.97,189.155,193.026,He remains the strong intent of the city Council to have public comment regularly included on public Agendas.,16,,
40,0.97,193.026,201.568,As a reminder the city council reserves the right to eliminate these at any point if they feel the system is being abused or no longer suitable for allowing our meetings to be conducted efficiently and effectively.,16,,
41,0.97,201.568,204.404,I will moderate the public comment period in the following manner.,16,,
42,0.97,204.404,210.843,The period is 20 minutes on each Speaker is given two minutes.,16,,
43,0.97,210.843,216.282,I will call on each Speaker by name and the order in which they are registered on the Council's Website.,16,,
44,0.97,216.282,229.195,If you have not registered to speak would like to you can sign up by going to the Council's Website . the public comment link is listed on today's published agenda.,16,,
45,0.97,229.195,246.813,"Once I call on the Speaker, staff will Unmute the appropriate microphone and an automatic prompt of, you have been Unmuted, will be the Speaker's Q it's their turn to press Star six and then speaking.",16,,
46,0.97,246.813,259.292,"Again, once the Speaker hears, you have been Unmuted, you must press Star six and begin speaking.",16,,
47,0.97,259.292,261.861,Please begin speaking by stating your name and the item you're addressing.,16,,
48,0.97,261.861,264.163,As a reminder public comment should relate to item on today's agenda.,16,,
49,0.97,264.163,268.334,The introduction and referral calendar or the 2020 work program.,16,,
50,0.97,268.334,277.71,At 10 seconds speakers will hear a Chime that means you only have 10 seconds left out of the two minutes you are being allotted.,16,,
51,0.97,277.71,280.513,Want to hear that Chime please begin to wrap up your public comment.,16,,
52,0.97,280.513,291.557,"If speakers do not and their comments at the end of the allotted time provided, the speakers microphone will be muted to allow us to call on the next Speaker.",16,,
53,0.97,291.557,301.467,"Once you have completed your public comment we ask you Disconnect from the line and if you plan to follow the meeting, please do so via Seattle channel or one of the listing options on the agenda.",16,,
54,0.97,301.467,303.67,Okay.,16,,
55,0.97,303.67,308.975,"Again, the comment should relate to an item on today's agenda.",16,,
56,0.97,308.975,313.646,"Introduction, and referral calendar or the Council 2020 program.",16,,
57,0.97,313.646,316.282,I will now open up the public comment period.,16,,
58,0.97,316.282,321.554,"Is 20 6 PM, we will go until 2:26 PM.",16,,
59,0.97,321.554,328.861,As a reminder to each of the Commenters you must hit Star six in order for us to hear you.,16,,
60,0.97,328.861,340.506,The first Speaker's Marie Delaney followed by.,16,,
61,0.97,340.506,350.416,"Hello, I am district 3, I am calling to say if you all do not properly Defund SPD by at least 15% you are all cowards.",17,,
62,0.97,350.416,354.12,In that case bless you all hearts.,17,,
63,0.97,354.12,357.023,I yield my time.,17,,
