index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,14.547,15.415,Good afternoon.,0,,
1,0.97,15.415,16.082,"It is Thursday, July 14th.",0,,
2,0.97,16.082,19.719,This is a special meeting of the Seattle city council.,0,,
3,0.97,19.719,23.89,Will it please come to order.,0,,
4,0.97,23.89,26.659,It's 11:04 and I'm Debora Juarez.,0,,
5,0.97,26.659,28.728,Will the clerk call the role?,0,,
6,0.97,28.862,31.898,Councilmember Herbold?,1,,
7,0.97,31.898,32.365,Councilmember Lewis?,1,,
8,0.97,32.499,35.535,Present.,2,,
9,0.97,35.535,36.069,Councilmember Morales.,3,,
10,0.97,36.069,36.336,Here.,4,,
11,0.97,36.336,38.071,Councilmember Mosqueda.,5,,
12,0.97,38.071,39.139,Present.,6,,
13,0.97,39.139,44.544,Councilmember Nelson.,7,,
14,0.97,44.544,44.844,Present.,8,,
15,0.97,44.844,48.982,Councilmember Pedersen.,9,,
16,0.97,48.982,50.55,Present.,10,,
17,0.97,50.55,51.484,Councilmember Sawant.,11,,
18,0.97,51.484,53.52,Present.,12,,
19,0.97,53.52,60.794,Councilmember Strauss?,13,,
20,0.97,60.927,61.194,Present.,14,,
21,0.97,61.194,63.563,If there is,15,,
22,0.97,63.563,66.232,Objection the agenda will be adopted.,16,,
23,0.97,66.232,69.402,Not seeing or hearing any objection the agenda is adopted.,16,,
24,0.97,69.402,72.205,We will now move into executive session.,16,,
25,0.97,72.205,84.451,"As presiding officer I am announcing that the Seattle city council will convene into executive session to discuss pending, potential, or actual litigation.",16,,
26,0.97,84.451,91.224,The Council's executive session is a chance to discuss confidential matters as authorized by law.,16,,
27,0.97,91.224,99.466,A legal monitor from the city attorney's office is always present to ensure that the Council observes policy.,16,,
28,0.97,99.466,102.569,I expect the executive session to end in one hour.,16,,
29,0.97,102.569,110.043,If it's to be extended beyond that time I will announce the extension and and duration.,16,,
30,0.97,110.043,116.583,"At the conclusion of this executive session, the Seattle city council will be adjourned.",16,,
31,0.97,116.583,122.622,The next scheduled council meeting is a special counsel meeting scheduled today at 2:00.,16,,
32,0.97,122.622,130.797,"And with that, I'm announcing that we'll move into executive session.",16,,
33,0.97,130.797,131.131,Madam clerk?,16,,
