index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,9.475999999999999,14.18,Good morning.,0,,
1,0.97,14.18,14.981,"Good morning, everyone.",1,,
2,0.97,14.981,22.922,"March 23 meeting of the Seattle city councils economic development, technology, committee will come to order.",1,,
3,0.97,22.922,26.993,"It is 9:34, I am Sarah Nelson, chair of the committee.",1,,
4,0.97,26.993,29.963,The clerk please call the role.,1,,
5,0.97,30.096,33.266,Councilmember Sawant.,2,,
6,0.97,33.266,35.301,Councilmember Strauss.,2,,
7,0.97,35.301,36.936,Councilmember Herbold.,2,,
8,0.97,36.936,40.306,Councilmember Juarez.,2,,
9,0.97,40.306,41.941,Councilmember Nelson.,2,,
10,0.97,41.941,46.079,Five present.,2,,
11,0.97,46.079,49.916,"All right, if there is no objection the agenda will be adopt did.",3,,
12,0.97,49.916,52.952,"Hearing no objection, the agenda is adopted.",3,,
13,0.97,52.952,60.093,At this time we will open the remote public comment period for items on the agenda.,3,,
14,0.97,60.093,81.347,"I want to remind people that there is a public hearing on the Seattle tourism improvement area and so if you are signed up for public comment but really want to talk about that agenda item, please wait after the first agenda item and we will open the public hearing after that.",3,,
15,0.97,81.347,94.027,"All right, I thank everyone for their ongoing patience and cooperation as we continue to operate this remote public comment system.",3,,
16,0.97,94.027,100.433,It remains the strong intent of the city Council to have remote public comment regularly included on meeting Agendas.,3,,
17,0.97,100.433,127.927,"However, as a reminder, the city council reserves the right to end or eliminate these public comment periods at any point I will moderate the public comment period in the following manner: the public comment period for this meeting is 20 minutes and each Speaker will be given please NOTE this is different from the general meeting listen line . If you did not receive an Email confirmation please check your Spam and junk Email folders.",3,,
18,0.97,127.927,131.631,"Again, I will call on each Speaker by name in the order in which they registered on the Website.",3,,
19,0.97,131.631,137.237,If you have not yet registered to speak but would like to you can sign up before the end of public comment by going to the Website.,3,,
20,0.97,137.237,139.305,The public comment link is listed on today's agenda.,3,,
21,0.97,139.305,150.316,"Once I call a Speaker's name, staff will Unmute the appropriate microphone and an automatic prompt of you will be Unmuted will be the Queue that it's their turn to speak.",3,,
22,0.97,150.316,161.961,And then the Speaker must press Star six to begin speaking.,3,,
23,0.97,167.433,169.636,Please begin speaking by stating your name and the item that you are addressing.,3,,
24,0.97,169.636,177.911,"As a reminder, public comment.",3,,
25,0.97,177.911,191.324,Once you complete your comment please Disconnect in the line and if you plan to continue following the meeting please do so via the listing options listed on the agenda.,3,,
26,0.97,191.324,194.961,The public comment period is now open and we will begin with the first Speaker on the list.,3,,
27,0.97,194.961,197.997,Please remember to press Star six after here the prompt of you have been Unmuted.,3,,
28,0.97,197.997,199.632,Our first Speaker is Jason followed by Jeremy.,3,,
29,0.97,199.632,202.835,"Go ahead, Jason.",3,,
30,0.97,202.835,207.74,My name is Jason.,4,,
31,0.97,207.74,208.775,'s is the public comment.,4,,
32,0.97,208.775,217.283,I was recently fired for not getting the Excremental emergency use Gene therapy known as the Covid vaccine at Seattle city light's.,4,,
33,0.97,217.283,228.294,My classification of inside Wireman has been staffed for the last 10 years and fighting qualified high-voltage workers is not an easy path.,4,,
34,0.97,228.294,231.331,Seattle city light let go over 10% of my Department for not getting the shot.,4,,
35,0.97,231.331,236.002,This is put in increased strain on the utility and has negatively affected worker morale and productivity.,4,,
36,0.97,236.002,236.769,--,4,,
37,0.97,236.769,239.939,Jason come on going to interrupt.,5,,
38,0.97,239.939,247.78,The instructions for this public comment period are that people speak to items on the agenda.,5,,
39,0.97,247.78,249.782,Are you speaking to an item on the agenda?,5,,
40,0.97,249.782,252.652,"This is the city light meeting, right?",6,,
41,0.97,252.652,254.387,This item is not in the agenda.,7,,
42,0.97,254.387,262.195,You're welcome to submit comments in writing.,7,,
43,0.97,262.195,264.297,To me and the leadership city light.,7,,
44,0.97,264.297,267.467,Thank you.,7,,
45,0.97,267.467,268.301,Thank you.,8,,
46,0.97,268.301,277.577,The next Speaker will be Jeremy Rowan.,9,,
47,0.97,277.577,282.115,"Jeremy, please press Star six.",9,,
48,0.97,282.115,284.484,My name is Jeremy.,10,,
49,0.97,284.484,289.622,I believe you're going to direct me in the same direction.,10,,
50,0.97,289.622,291.791,This is concerning the same issue.,10,,
51,0.97,291.791,299.165,"I will request, I'm sorry to interrupt.",11,,
52,0.97,299.165,304.437,I do ask the people speak to items on the agenda.,11,,
53,0.97,304.437,307.907,Because often we have a very full agenda and a have to be consistent in public comment.,11,,
54,0.97,307.907,308.908,So thank you very much.,11,,
55,0.97,308.908,313.913,My Email is Sara.Nelson at Seattle.Gov.,11,,
56,0.97,313.913,319.252,You can submit your comments to me and leadership.,11,,
57,0.97,319.252,319.686,In writing.,11,,
58,0.97,319.686,321.12,This will be addressed to you.,12,,
59,0.97,321.12,321.921,Thank you.,12,,
60,0.97,321.921,330.229,The next Speaker is Kristi and that is our last Speaker signed up for the general public comment period.,13,,
61,0.97,330.229,332.665,Good morning.,14,,
62,0.97,332.665,336.536,My name is Kristi.,14,,
63,0.97,336.536,355.021,I am understanding that the overall general business propriety and welfare of city lights and the safety is part of the daily general agenda even if there isn't a specific --,14,,
64,0.97,355.021,367.767,"I'm sorry to interrupt, but, the instructions are, at this time we open the remote public comment period for items on the agenda.",15,,
65,0.97,367.767,377.577,Winner the general comments to be able to speak?,16,,
66,0.97,377.577,381.013,Is a place to speak at a meeting in front of you for a general comment?,16,,
67,0.97,381.013,381.414,No.,17,,
68,0.97,381.414,382.949,That is not allowed in this Committee.,17,,
69,0.97,382.949,384.217,Thank you very much.,17,,
70,0.97,384.217,390.123,Is that the general city council meeting I can speak a general comment?,18,,
71,0.97,390.123,396.429,I'm not a Council President.,19,,
72,0.97,396.562,397.864,Who is the Council President?,20,,
73,0.97,397.864,405.338,The Council President determines the rules for how full council meetings are conducted.,21,,
74,0.97,405.338,413.112,In this committee items for public comment are limited to items on the agenda.,21,,
75,0.97,413.112,424.69,"So again, I encourage you to please send your thoughts and comments to me personally and to the rest of the committee if you wish.",21,,
76,0.97,424.69,429.962,"I did that, thank you so much.",22,,
77,0.97,429.962,431.397,I look forward to hearing from you.,22,,
78,0.97,431.397,432.999,I already Emailed.,22,,
79,0.97,432.999,435.468,Thank you for the nudge and I will read your Email.,23,,
80,0.97,435.468,436.402,Thank you.,23,,
81,0.97,436.402,449.282,"Okay, seeing no one else listed on the agenda for public comment, the public comment period is now closed.",24,,
82,0.97,449.282,459.025,I thank you very much for everybody who expressed an interest in attending and speaking today.,24,,
83,0.97,459.025,468.768,"Seeing that there is nobody else here, everyone else signed up, please hold tight for the public hearing and we will now proceed to items of business.",24,,
84,0.97,468.768,471.971,Will the clerk please read item number one into the record.,24,,
85,0.97,471.971,475.475,Appointment 02122.,25,,
86,0.97,475.475,486.853,"Appointment of Michelle Mitchell-Brannon as a member of the city light review panel for a term to April 11, 2024.",25,,
87,0.97,486.853,487.887,Brief discussion and possible vote.,25,,
88,0.97,487.887,488.888,Thank you very much.,26,,
89,0.97,488.888,491.123,This is our first appointment in this Committee.,26,,
90,0.97,491.123,498.965,I'm happy to support the appointment of Michelle Mitchell-Brannon to the Seattle city light review panel.,26,,
91,0.97,498.965,501.267,Will the Presenters please introduce themselves and Michelle Mitchell-Brannon?,26,,
92,0.97,501.267,509.075,Thank you Councilmember Nelson and the rest of the committee.,27,,
93,0.97,509.075,510.643,We are super excited to be here today.,27,,
94,0.97,510.643,517.517,"I haven't met you, I am Debra Smith the general manager at Seattle city light.",27,,
95,0.97,517.517,549.815,"Although I'm not to talk about her because I think Lee is going to do that, as I was reviewing the resume coming into this meeting, one of the things I am most excited about Michelle is that not only are you low income representative, and that will be covered how people identified and what the community's of interest are the we attempt to have represented on the review panel, but Michelle also has the opportunity to really represent I think some of the needs.",27,,
96,0.97,549.815,552.552,A lot of her work has been focused on youth in various ways.,27,,
97,0.97,552.552,567.7,"Having the additional perspective on the review panel, which isn't identified community of interest but as we are in this transition about so many things, I think that will be incredibly important.",27,,
98,0.97,567.7,574.173,"I am really excited about this appointment and I wanted to introduce Leigh Barreca, you guys by now know I struggle with titles.",27,,
99,0.97,574.173,577.043,Leigh is the master of our review panel.,27,,
100,0.97,577.043,577.843,She keeps it going.,27,,
101,0.97,577.843,582.715,She directs it . She doesn't amazing job with content.,27,,
102,0.97,582.715,591.257,Of course she is responsible for ensuring it is fully populated with just the right people.,27,,
103,0.97,591.257,594.026,I'm going to turn this over to Leigh.,27,,
104,0.97,594.026,595.328,Thank you.,28,,
105,0.97,595.328,601.734,"As Debra said, I work with the review panel and I manage the planning process.",28,,
106,0.97,601.734,606.472,Likely I will be with Debra and company again.,28,,
107,0.97,606.472,616.449,I just have a couple of slides that Maura Brueger is going to run to give a quick overview of the city light review panel.,28,,
108,0.97,616.449,623.155,You can go forward.,28,,
109,0.97,623.155,625.558,Just a reminder about what the review panel is.,28,,
110,0.97,625.558,630.396,The review panel was created in 2010 per city ordinance.,28,,
111,0.97,630.396,638.17,City light previously had a city light advisory board and also a rate advisory committee.,28,,
112,0.97,638.17,643.876,The city light review panel combined the duties of both groups.,28,,
113,0.97,643.876,654.42,In 2015 there were some minor adjustments made to their scope and process to their charter and that was passed with yet another ordinance.,28,,
114,0.97,654.42,673.506,"Per charter ordinance, the review panels activities or role are advisory to city light on our strategic plan, the development and plan itself as well as the accompanying path.",28,,
115,0.97,673.506,682.648,"The review panel, each time a plan is submitted, they provide an opinion to the city council on the merits of the plan, to the city Council and Mayor.",28,,
116,0.97,682.648,699.298,"And 420 22, right now we are working on an update to the strategic plan, to the 2022 plan.",28,,
117,0.97,699.298,700.933,That would be delivered to the Council in June.,28,,
118,0.97,700.933,704.804,"So the panel is working, we are working very closely with the panel through the development of that update.",28,,
119,0.97,704.804,705.204,Excuse me.,28,,
120,0.97,705.204,709.041,"Next slide, please.",28,,
121,0.97,709.041,712.511,We have nine members on the panel.,28,,
122,0.97,712.511,730.796,"Four appointed by the Mayor, five appointed by the Mayor, excuse me, and each serves a staggered three-year term although at the conclusion of their three-year term, panel members are eligible to serve a second term.",28,,
123,0.97,730.796,739.805,As you can see the nine members are intentionally directed to serve certain parts of our customer base.,28,,
124,0.97,739.805,758.824,"We have an economist, financial analyst, nonprofit energy efficiency representative, commercial customer Rep, residential Rep, industrial, a member at large and a representative from one of our Uburban trench I cities.",28,,
125,0.97,758.824,770.803,"Position number seven--we are so happy right now with this appointment, we will have a full panel which is something we have been working on for quite some time.",28,,
