index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,23.323,28.294,"Good morning, everyone.",0,,
1,0.97,28.294,29.295,"Today is October 15, 2020.",0,,
2,0.97,29.295,40.306,The select budget committee will come to order.,0,,
3,0.97,40.306,41.608,"Today is Thursday, October 15, 2020.",0,,
4,0.97,41.608,45.512,My name is Teresa Mosqueda and I am the chair of the select budget committee.,0,,
5,0.97,45.512,46.179,While the clerk.,0,,
6,0.97,46.179,46.98,Please call the role?,0,,
7,0.97,46.98,47.614,Councilmember Pedersen?,1,,
8,0.97,47.614,48.014,Back here.,1,,
9,0.97,48.014,52.485,Councilmember Strauss?,2,,
10,0.97,52.485,53.052,Councilmember Strauss?,2,,
11,0.97,53.052,56.723,Present.,3,,
12,0.97,56.723,61.394,Councilmember Sawant?,4,,
13,0.97,61.394,62.262,Here.,5,,
14,0.97,62.262,69.736,Councilmember Herbold?,6,,
15,0.97,69.736,70.203,Councilmember Juarez?,6,,
16,0.97,70.203,70.537,Here.,7,,
17,0.97,70.537,71.137,Councilmember Lewis?,8,,
18,0.97,71.137,74.207,Present.,9,,
19,0.97,74.207,74.874,Councilmember Morales?,10,,
20,0.97,74.874,75.208,Here.,11,,
21,0.97,75.208,76.009,Councilmember Gonzalez?,12,,
22,0.97,76.009,76.876,Here.,13,,
23,0.97,76.876,87.187,Eight present.,14,,
24,0.97,90.924,93.726,Thank you very much and thank you to the central staff in advance.,15,,
25,0.97,93.726,132.999,"Today's the first day of a Four- day series of presentations given us a chance to get into the issue with the meetings a chance were Councilmembers can signal areas that they will be diving into as we conduct our efforts to try to analyze, add to, ask questions, and Dissect the Mayor's proposed budget and this is week three of the budget committee of an eight week series we are focused on issue at and vacation, central staff through their presentations will be going through some of the issues that they have identified in the Mayor's proposed budget and we will hear from Councilmembers regarding your priorities as well.",15,,
26,0.97,132.999,160.426,Today as you saw with the robust memo and presentation set with the agenda we will continue our deliberations today by having central staff walked to the big questions many of us have had . How did the Mayor propose to create a proposed balanced budget and with what revenue streams and with what mechanisms is the proposed budget in front of us?,15,,
27,0.97,160.426,162.228,We will look at the general fund overview today.,15,,
