index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,12.479,16.683,We are now recording and thank you so much.,0,,
1,0.97,16.683,17.984,"Uh, good afternoon everyone.",0,,
2,0.97,17.984,24.424,"The June 1ST, 201 meeting of the Seattle city council will come to order.",0,,
3,0.97,24.424,25.625,It is 2:01 P.M.,0,,
4,0.97,25.625,26.092,I'm Lorena Gonzalez.,0,,
5,0.97,26.092,39.873,Will the clerk please call the role.,0,,
6,0.97,39.873,42.842,Strauss.,1,,
7,0.97,42.842,43.143,Present.,2,,
8,0.97,43.143,46.78,Herbold.,3,,
9,0.97,46.78,47.013,Juarez.,3,,
10,0.97,47.013,47.547,Here.,4,,
11,0.97,47.547,49.215,Lewis.,5,,
12,0.97,49.215,49.449,Morales.,5,,
13,0.97,49.449,50.15,Here.,6,,
14,0.97,50.15,51.618,Mosqueda.,7,,
15,0.97,51.618,51.918,Present.,8,,
16,0.97,51.918,52.218,Pedersen.,9,,
17,0.97,52.218,53.086,Here.,10,,
18,0.97,53.086,53.553,Sawant.,11,,
19,0.97,53.553,53.853,Present.,12,,
20,0.97,53.853,54.454,Council President Gonzalez.,13,,
21,0.97,54.454,63.296,I am here and if you don't mind would you call on Council member Herbold one more time?,14,,
22,0.97,63.296,64.697,Council member Herbold.,15,,
23,0.97,64.697,64.931,Here.,16,,
24,0.97,64.931,65.765,Eight present.,17,,
25,0.97,65.765,67.066,Thank you so much.,18,,
26,0.97,67.066,72.038,I didn't receive a call from Council member Lewis before we got started this afternoon.,18,,
27,0.97,72.038,84.017,He did indicate to me he was running a little late from a--commitment in green wood neighborhood.,18,,
28,0.97,84.017,94.16,He join us as soon as he is able to.,18,,
29,0.97,94.16,94.561,Let's get started.,18,,
30,0.97,94.561,99.599,First item is presentations.,18,,
31,0.97,99.599,108.641,We will allow comments from other Council members.,18,,
32,0.97,108.641,117.317,After Council member comments we will us fend rules to allow our guests to accept the proclamation and provide comments to us and the viewing public.,18,,
33,0.97,117.317,125.225,I will hand it over the council member Herbold in order to present the proclamation.,18,,
34,0.97,125.225,126.793,Thank you so much.,19,,
35,0.97,126.793,127.16,Good afternoon.,19,,
36,0.97,127.16,135.869,So June 4TH is the on search violence of the seventh national gun violence awareness day.,19,,
37,0.97,135.869,146.513,We know that--the wear orange campaign begins the weekend of June 4TH through 6th.,19,,
38,0.97,146.513,151.251,The greater Seattle Moms join action is joining us today.,19,,
39,0.97,151.251,157.657,We are joined by Nancy on behalf of the greater Seattle Moms demand action.,19,,
40,0.97,157.657,170.87,I want to thank Council President Gonzalez for her leadership in gun violence prevention policy and appreciate the work of everyone in her office in this important work that is so critical to our communities.,19,,
41,0.97,170.87,188.588,Today is a great opportunity for us to demonstrate our commitment to gun violence prevention and support community leaders and gun sensible advocates who are working everyday towards future free of gun violence.,19,,
42,0.97,188.588,196.963,Skied the Seattle police Department for some data about gun violence during 2020.,19,,
43,0.97,196.963,201.267,The police Department does an annual report on gun violence.,19,,
44,0.97,201.267,223.59,They report that in 2020 there were 421 reported incidents of shots fired up from 332 such incidents in 2019 and an increase of 89 incidents which represents a 27% increase.,19,,
45,0.97,223.59,236.502,We had 301 incidents of shots fired in 2020 and so that is compared to 235 such incidents in 2019.,19,,
46,0.97,236.502,243.776,An increase of 66 incident or a 28% increase.,19,,
47,0.97,243.776,251.985,We had 97 Non-Fatal injury shooting incidents in 2020 compared to 79 in 2019.,19,,
48,0.97,251.985,257.123,An increase of 18 incidents or a 23% increase.,19,,
49,0.97,257.123,266.399,And then sadly we had 23 fatal shooting incidents in 2020 compared to 18 in 2019.,19,,
50,0.97,266.399,272.338,An increase of 5 incidents of 28% increase.,19,,
51,0.97,272.338,280.346,Just want to recognize the origins of the wear orange campaign.,19,,
