index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,12.178,13.88,We are now recording.,0,,
1,0.97,13.88,15.582,Thank you.,1,,
2,0.97,15.582,16.483,Good afternoon.,1,,
3,0.97,16.483,18.084,"Today is Tuesday, may 31st.",1,,
4,0.97,18.084,35.769,"This is a special meeting of Seattle city Council, we will come to order at 1:01.",1,,
5,0.97,36.236,39.172,Councilmember Herbold?,2,,
6,0.97,39.172,41.841,Councilmember Lewis?,2,,
7,0.97,41.841,42.642,Councilmember Morales?,2,,
8,0.97,42.642,42.909,Here.,3,,
9,0.97,42.909,47.68,Councilmember Nelson?,4,,
10,0.97,47.68,50.15,Present.,5,,
11,0.97,50.15,51.951,Councilmember Peterson?,6,,
12,0.97,51.951,52.685,Present.,7,,
13,0.97,52.685,57.49,Councilmember Sawant?,8,,
14,0.97,57.49,58.124,Present.,9,,
15,0.97,58.124,59.225,Council President Juarez?,10,,
16,0.97,59.225,59.626,Here.,11,,
17,0.97,59.626,60.326,Five present.,12,,
18,0.97,60.326,72.505,The purpose of this special meeting is to hold an executive session to end potential or actual litigation.,13,,
19,0.97,72.505,77.277,"Not seeing any objection, the agenda is adopted.",13,,
20,0.97,77.277,84.651,We will now move into executive session and I will share this information so we are officially there.,13,,
21,0.97,84.651,91.257,"As presiding officer, I'm announcing Seattle city council will now convene in executive session.",13,,
22,0.97,91.257,94.794,The purpose is to success pending potential or actual litigation.,13,,
23,0.97,94.794,105.305,This is an opportunity for the Council to discuss confidential legal matters with city attorneys as authorized by law.,13,,
24,0.97,105.305,109.042,The counsel will reserve questions of policy for open session.,13,,
25,0.97,109.042,111.778,I expect if sometime O.,13,,
26,0.97,111.778,119.319,Executive session to end at 1:30.,13,,
27,0.97,119.319,130.029,"If the executive session is expected to extend, I will make an announcement.",13,,
28,0.97,130.029,131.664,"With that, we will move into executive session.",13,,
