index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,3.703,7.14,Good afternoon everyone.,0,,
1,0.97,7.14,9.042,Welcome back.,0,,
2,0.97,9.042,15.015,"The December 13, 2021 meeting of the Seattle city council will now come to order.",0,,
3,0.97,15.015,16.249,It is to: 02 P.M.,0,,
4,0.97,16.249,20.42,"I'm Llerena Gonzalez, president of the Council.",0,,
5,0.97,20.42,23.857,Will the clerk please call the roll?,0,,
6,0.97,23.857,34.3,[roll being called],1,,
7,0.97,38.605,41.207,Eight present.,2,,
8,0.97,41.207,43.41,Thank you so much.,3,,
9,0.97,43.41,48.381,"Presentations, there are no presentations today.",4,,
10,0.97,48.381,52.886,"So, we will move to approval of the minutes.",5,,
11,0.97,52.886,58.758,"I'm so sorry, Madam President to interrupt you.",6,,
12,0.97,58.758,61.428,I forgot to mention this morning that I do actually have a presentation.,6,,
13,0.97,61.428,65.865,"It's related to a proclamation for you, Madam President.",6,,
14,0.97,65.865,74.007,"Madam President, surprise, we do have an item and with your permission I would like to comment on this presentation in front of us today.",6,,
15,0.97,74.007,88.221,"I do want to let you know Madam President we do have three guests in the audience I would also like to comment on those with your permission, Madam President, I will take an opportunity on behalf of the Council to surprise you with today's presentation.",6,,
16,0.97,88.221,89.689,I will not object.,7,,
17,0.97,89.689,91.724,[Laughter],8,,
18,0.97,91.724,93.793,Go ahead.,9,,
19,0.97,93.793,99.132,"Thank you, Council President.",10,,
20,0.97,99.132,105.538,"Colleagues, it is my honor on our behalf and this community behind us to offer a proclamation honoring the work of Council President Lorena Gonzalez and the team.",10,,
21,0.97,105.538,115.515,The Council president and the team have done tremendous work in the proclamation in front of us notes their time and office over the last six years.,10,,
22,0.97,115.515,122.455,And the tremendous work they've done in Collabortion with community and their unwavering dedication to making sure that we advance progressive values.,10,,
23,0.97,122.455,144.277,"The proclamation in front of us today colleagues, make sure that we know that Council President's service extends beyond city Council, the on the city's borders as noted by her receiving and winning multiple national and local awards recognizing her and her team's work for the service to the people of Seattle and the dedication to those that are most vulnerable.",10,,
24,0.97,144.277,148.948,Also getting national attention for rewards and recognition.,10,,
25,0.97,148.948,166.966,"The proclamation recognizes the Council president for her for two years as Council President, served with her chief of staff, enter incredible team to lead the Council in developing rules and processes to protect our city.",10,,
26,0.97,166.966,168.968,To protect city workers and the general public.,10,,
27,0.97,168.968,182.515,"During the initial days of Covid, and have led us steadfast through the last two years under her leadership in this time of Covid, which has been tremendously effective and very much inclusive.",10,,
