index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,2.802,22.322,Meeting of the Seattle city council will come to start.,0,,
1,0.97,22.322,32.832,Will the clerk call the roll.,0,,
2,0.97,33.199,35.001,Council member Strauss.,1,,
3,0.97,35.001,35.735,Present.,2,,
4,0.97,35.735,37.604,Council member Herbolt.,3,,
5,0.97,37.604,37.904,Here.,4,,
6,0.97,37.904,39.739,Council member Juarez.,5,,
7,0.97,39.739,40.373,Here.,6,,
8,0.97,40.373,43.076,Council member Lewis.,7,,
9,0.97,43.076,43.41,Here.,8,,
10,0.97,43.41,46.146,Council President Gonzalez.,9,,
11,0.97,46.146,46.446,Here.,10,,
12,0.97,46.446,48.014,Eight present.,11,,
13,0.97,48.014,48.448,Thank you.,12,,
14,0.97,48.448,50.884,Presentations I'm not aware of any presentations today.,12,,
15,0.97,50.884,52.852,So we'll move to the approval of the minutes.,12,,
16,0.97,52.852,63.963,"The minutes of the city council meeting of April 6, 2020 have been reviewed if there is no objection the minutes will be signed.",12,,
17,0.97,63.963,68.101,Hearing no objection the minutes will be signed.,12,,
18,0.97,68.101,73.273,Will the clerk please affix my signature to the minutes.,12,,
19,0.97,73.273,85.084,And I would like the report to show that Council member Sabant has just joined us.,12,,
20,0.97,85.084,87.921,Hearing no objection the calendar has been adopted.,12,,
21,0.97,87.921,93.293,If there is no objection the agenda will be adopted.,12,,
22,0.97,93.293,95.462,"Hearing no objection, the agenda is adopted.",12,,
23,0.97,95.462,98.298,We're going to move from the payment of the bills.,12,,
24,0.97,98.298,106.473,Will the clerk please read the title into the record.,12,,
25,0.97,106.473,114.28,"Claims to the week of March 20th through April 3, 2020 and ordering payment there of.",13,,
26,0.97,114.28,120.353,I move to pass 119775 is there a second?,14,,
27,0.97,120.353,120.653,Second.,15,,
28,0.97,120.653,128.862,It's been moved and Seconded that the bill pass are there any comments?,16,,
29,0.97,128.862,129.696,Hearing none.,16,,
30,0.97,129.696,137.67,Will the clerk please call the roll passage of the bill.,16,,
31,0.97,137.67,140.106,Council member Morales.,17,,
32,0.97,140.106,140.373,Aye.,18,,
33,0.97,140.373,141.708,Council member Mosqueda.,19,,
34,0.97,141.708,141.975,Here.,20,,
35,0.97,141.975,147.58,It's an aye or a nay.,21,,
36,0.97,147.58,148.414,Aye.,22,,
37,0.97,148.414,151.451,Council member Peterson.,23,,
38,0.97,151.451,151.684,Aye.,24,,
39,0.97,151.684,154.087,Council member Sawant.,25,,
40,0.97,154.087,154.454,Aye.,26,,
41,0.97,154.454,156.956,Council member Strauss.,27,,
42,0.97,156.956,157.724,Aye.,28,,
43,0.97,157.724,160.226,Council member Herbolt.,29,,
44,0.97,160.226,163.596,You know I am.,30,,
45,0.97,163.596,164.364,Aye.,31,,
46,0.97,164.364,167.367,Council member Juarez.,32,,
47,0.97,167.367,167.7,Aye.,33,,
48,0.97,167.7,171.07,Council member Lewis.,34,,
49,0.97,171.07,171.304,Aye.,35,,
50,0.97,171.304,172.772,President Gonzalez.,36,,
51,0.97,172.772,173.473,Aye.,37,,
52,0.97,173.473,174.44,"Nine in favor, none opposed.",38,,
53,0.97,174.44,179.312,"Thank you, the bill passes and the chair will sign it.",39,,
54,0.97,179.312,183.182,Will the clerk please assign my signature to the legislation.,39,,
55,0.97,183.182,186.719,We move on to the committee reports of the city council.,39,,
56,0.97,186.719,189.822,Will the clerk please read item one into the record.,39,,
57,0.97,189.822,195.895,Per the city council agenda item one.,40,,
58,0.97,195.895,208.007,199766 related to commercial tenants restricting increases in commercial rents authorizing repayment of late rents and installment.,40,,
59,0.97,208.007,209.275,Immediate effective date of the city council.,40,,
60,0.97,209.275,210.61,Thank you.,41,,
61,0.97,210.61,217.617,I will move to pass Council bill 119766 is there a second?,41,,
62,0.97,217.617,217.951,Second.,42,,
63,0.97,217.951,221.754,It's been moved and Seconded to pass the bill.,43,,
64,0.97,221.754,230.697,Council member Herbolt is the lead sponsor on this bill so I will yield the floor to her to allow her an opportunity to address the bill first.,43,,
65,0.97,230.697,237.67,I understand there's also an amendment Why don't with go ahead and address the bill first and then we will consider the amendment.,43,,
66,0.97,237.67,241.708,"Fantastic, thank you.",44,,
67,0.97,241.708,261.995,This legislation builds off of the rent for commercial tenants that Mayor Durkan proposed a number of weeks ago and is intended to address the sort of inherent tension between that moratorium and the fact that rent is still due for folks.,44,,
68,0.97,261.995,276.175,It establishes a way for property owners to get paid and for small businesses and Nonprofits to minimize their rent debt as it may accumulate over the period of this crisis.,44,,
69,0.97,276.175,282.915,My office has heard from small businesses concerned about their ability to survive the public health emergency.,44,,
70,0.97,282.915,293.226,I'm sure many other Council members have heard those stories as well.,44,,
71,0.97,293.226,303.336,Seattle times writer Danny Wesnead wrote a story recently that I think reflects a lot of what we see happening across the city.,44,,
72,0.97,303.336,330.129,The difference between property owners who are being very generous and understanding in creating the time and space that's necessary for tenants to pay the rent and other responses that are much more string Gent and not really appreciative of the crisis that we're in right now.,44,,
73,0.97,330.129,344.544,"Number of months ago, I'm sorry a number of weeks ago a coalition of small business owners led by Mulitzo reached out to Council members early on to propose ways that the city could help more small businesses survive.",44,,
74,0.97,344.544,349.115,This was one of those ideas contained in that letter.,44,,
75,0.97,349.115,353.419,Requiring rent payments to be payable over longer periods of time.,44,,
76,0.97,353.419,370.77,"In developing the legislation I consulted with other additional small business owners, including Joe Crusear to develop Pizza and Beto yards of venture as nonprofit that supports entrepreneurs as I said it was limited resources and unlimited potential.",44,,
77,0.97,370.77,377.076,And they provided a lot of feed back and good ideas that we worked to incorporate.,44,,
78,0.97,377.076,386.652,I have just a short closing statement that I would like to also say at the end if that's okay.,44,,
79,0.97,386.652,389.088,After we work on the amendment.,44,,
80,0.97,389.088,391.824,That is fine.,45,,
81,0.97,391.824,400.767,So why don't we go ahead and take up the amendment which is amendment one on the agenda.,45,,
82,0.97,400.767,410.41,Why don't we go ahead and take that up and we will consider the amendment and we will have comments on the bill as amended after we reconsider the amendment.,45,,
83,0.97,410.41,414.113,How does that sound?,45,,
84,0.97,414.113,414.313,Okay.,45,,
85,0.97,414.313,416.115,Great.,45,,
86,0.97,416.115,419.418,"Would you like to, formally move your amend?",45,,
87,0.97,419.418,422.221,I move amendment one.,46,,
88,0.97,422.221,422.955,I will second.,47,,
89,0.97,422.955,423.556,Thank you.,48,,
90,0.97,423.556,428.528,Let me go through the Roberts rules of order before we can provide.,49,,
91,0.97,428.528,430.93,It's been moved and Seconded.,49,,
92,0.97,430.93,433.733,Council member Herbolt will now address amendment one.,49,,
93,0.97,433.733,449.048,So amendment one came out of some work with Naop Washington commercial Legislations.,50,,
94,0.97,449.048,461.027,Businesses will need to have experienced an economic hardship either because they were forced to stop doing business or because their revenue dropped by 30% or more as compared to the previous year.,50,,
95,0.97,461.027,471.504,The amendment also clarifies that local Outpostf large chains would not be eligible even if they Have50% or fewer employees.,50,,
96,0.97,471.504,480.88,We've been careful to make sure that small franchises will still be eligible.,50,,
97,0.97,480.88,496.863,The goal is to ensure when we're talking about helping small businesses survive we're focusing on the businesses most likely to need help to do so and not opening the doors to businesses who don't really need the protection.,50,,
98,0.97,496.863,520.519,"I appreciate the fact that an organization that is devoted to the interest of commercial real estate has been willing to come forward and recognize the need for this legislation while making some, recommendations that I feel are reasonable.",50,,
99,0.97,520.519,542.108,"Thank you, are there any questions or comments on amendment one to Council bill 11976 looks like there's no questions or comments so will the clerk please call the roll on the adoption of amendment one.",51,,
100,0.97,542.108,545.678,Council member Morales.,52,,
101,0.97,545.678,547.613,Aye.,53,,
