index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,2.435,3.903,Know when we are recording.,0,,
1,0.97,3.903,5.9719999999999995,There we go.,0,,
2,0.97,5.9719999999999995,7.607,Great.,0,,
3,0.97,7.607,11.378,"The March 30, 2020 meeting of the Seattle city council will come to order.",0,,
4,0.97,11.378,17.784,It is to: Oh 1 PM.,0,,
5,0.97,17.784,20.019,I am the President of the Council and will the clerk,0,,
6,0.97,20.019,30.53,Debora Juarez,1,,
7,0.97,30.53,31.631,Here,2,,
8,0.97,31.631,35.135,Andrew J. Lewis here,3,,
9,0.97,35.135,43.143,Tammy J. Morales,4,,
10,0.97,43.143,46.646,Here,5,,
11,0.97,46.646,48.415,& GT;,6,,
12,0.97,48.415,51.317,Your,7,,
13,0.97,51.317,56.322,Kshama Sawant,8,,
14,0.97,56.322,60.06,Here & GT; & GT; Lisa Herbold,9,,
15,0.97,60.06,60.727,Your,10,,
16,0.97,60.727,64.464,Lorena Gonzcez,11,,
17,0.97,64.464,66.132,Your,12,,
18,0.97,66.132,68.134,Nine present.,13,,
19,0.97,68.134,73.873,We are not aware of any presentation so we will go to the approval of the minutes.,13,,
20,0.97,73.873,82.649,"The minutes of the 23rd and 2020 and special city council meeting minutes of March 19, 2020 have been reviewed.",13,,
21,0.97,82.649,85.652,If there are no objections the minutes will be signed.,13,,
22,0.97,85.652,90.29,"Hearing no objection, the minutes are being signed.",13,,
23,0.97,90.29,97.597,With the clerk please affix my signature to the minutes.,13,,
24,0.97,97.597,100.867,Let's move to the adoption of the referral calendar.,13,,
25,0.97,100.867,108.408,"If there is no objection, the introduction and referral calendar will be adopted.",13,,
26,0.97,108.408,117.517,"Hearing no objection, the introduction and referral calendar is adopted.",13,,
27,0.97,117.517,118.117,Approval of the agenda.,13,,
28,0.97,118.117,122.589,If there is no objection the agenda will be adopted.,13,,
29,0.97,122.589,125.225,Hearing no objection the agenda is adopted.,13,,
30,0.97,125.225,126.96,Let's move on to payment of the bills.,13,,
31,0.97,126.96,140.173,If the clerk could please read the title into the record.,13,,
32,0.97,142.509,146.546,Just a second.,14,,
33,0.97,146.546,151.851,Jodi do you have it? I apologize.,14,,
34,0.97,151.851,168.868,"Council bill 119765.An ordinance related to city finances; creating a fund for depositing donations, gifts,",15,,
35,0.97,168.868,174.574,I move to pass the cancel bill.,16,,
36,0.97,174.574,177.176,Second.,17,,
37,0.97,177.176,178.678,Second.,18,,
38,0.97,178.678,182.949,"It has been moved and second, the bill has passed.",18,,
39,0.97,182.949,184.384,Are there any comments?,18,,
40,0.97,184.384,190.857,With the clerk call the roll on passage of the Debora Juarez bill?,18,,
41,0.97,190.857,194.661,Aye Andrew J. Lewis,19,,
42,0.97,194.661,201.801,Aye Tammy J. Morales,20,,
43,0.97,201.801,201.968,& GT;,21,,
44,0.97,201.968,205.405,Aye,22,,
45,0.97,205.405,209.075,Alex Pedersen,23,,
46,0.97,209.075,216.616,Aye Dan Strauss,24,,
47,0.97,216.616,222.121,Aye,25,,
48,0.97,222.121,226.693,Nine in favor not opposed.,26,,
49,0.97,226.693,232.098,The bill classes passes and it will be assigned.,26,,
50,0.97,232.098,237.604,With a please affix the Legislature on my behalf.,26,,
51,0.97,237.604,272.271,"Please read a giant agenda item 1 into the Recordan ordinance related to city finances; creating a fund for depositing donations, gifts, and grants related to the city of Seattle's response to the Covid- 19 pandemic; creating a budget summary level; amending ordinance 126000, which adopted the 2020 budget; changing appropriations to various departments and budget control levels, and from various funds in the budget; declaring an emergency; and establishing an immediate effective date; all by a 3/4 vote of the city council.",26,,
52,0.97,272.271,278.678,This is a bill that I am sponsoring.,27,,
53,0.97,278.678,287.887,I will move to pass Council bill 119763.,27,,
54,0.97,287.887,290.59,Second.,28,,
55,0.97,290.59,291.19,Thank you.,29,,
56,0.97,291.19,294.861,It has been moved and Seconded.,29,,
57,0.97,294.861,296.996,I will first address the bill.,29,,
58,0.97,296.996,302.869,I know there are three amendments.,29,,
59,0.97,302.869,305.605,To to the underlying bill and one to the amendment.,29,,
60,0.97,305.605,312.512,I know this seems Clunky but bear with me as we work to the parliamentary procedure.,29,,
61,0.97,312.512,312.912,Really quickly.,29,,
62,0.97,312.912,326.626,I would describe the cancel bill and handed over to Councilmember Mosqueda to put amendment number 1 on the table.,29,,
63,0.97,326.626,330.73,Before we head over to Councilmember Herbold who will discuss and amendment to the amendment one.,29,,
64,0.97,330.73,339.539,In response to this Covid-19 outbreak and its economic effects many are feeling philanthropic.,29,,
65,0.97,339.539,360.46,Business partners have expressed interest in donating resources in Seattle that maybe a need . article 1 section 1 of the city charter provides that the city of Seattle may accept gifts and donations of all kinds to carry out the purposes of the gifts and donations.,29,,
66,0.97,360.46,378.978,"However our city municipal code requires that even though and a proclaimed civil emergency he may or may accept gifts or grants, the council must act Legislatively to allow for the acceptance of those gifts, grants or loans.",29,,
67,0.97,378.978,382.582,That is what this is about.,29,,
68,0.97,382.582,394.994,"The legislation will create a new fund in the city Treasury for the receipt of gifts, donations and grants and to the management and recovery of crisis created by the Covid-19 global pandemic.",29,,
