index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,10.977,12.679,"Well, good afternoon, everyone.",0,,
1,0.97,12.679,15.315,Thank you for being here.,0,,
2,0.97,15.315,22.589,"Today is February 3RD, 2020, and the Seattle city council Committee, full committee of the Council will come to order.",0,,
3,0.97,22.589,24.124,It is 2:05 P.M.,0,,
4,0.97,24.124,26.659,"I'm Teresa Mosqueda, president pro Tem for today.",0,,
5,0.97,26.659,27.761,Thank you all for joining us.,0,,
6,0.97,27.761,33.8,We do have a packed House up here and we have a packed House downstairs as well.,0,,
7,0.97,33.8,39.072,"As is true in the past, we have allowed as many signs as you can see in the audience.",0,,
8,0.97,39.072,49.682,"If you have a large sign, we're asking folks to hold them down or if you want to, you're allowed to hold them back.",0,,
9,0.97,49.682,53.386,We can't have them in the way of the camera.,0,,
10,0.97,53.386,55.588,Appreciate that for the folks who mentioned it prior.,0,,
11,0.97,55.588,58.558,I just wanted to mention it for any folks coming in now.,0,,
12,0.97,58.558,61.094,We're asking folks to keep their signs a little bit low.,0,,
13,0.97,61.094,66.066,"If you do want to hold them, please do go to the back so they can be held back there.",0,,
14,0.97,66.066,67.2,Thank you so much.,0,,
15,0.97,67.2,71.604,We're going to begin our presentation today after we get roll call started here.,0,,
16,0.97,71.604,85.785,"Before we start with roll call, I'd like to have the clerk go ahead and call the roll, then I'll be Excusing Councilmember Juarez.",0,,
17,0.97,85.785,93.026,[roll call] five present.,1,,
18,0.97,93.026,95.328,Thank you.,2,,
19,0.97,95.328,101.034,"If there's no objection, Councilmember Juarez will be excused from today's council meeting.",2,,
20,0.97,101.034,102.969,"Hearing no objection, Councilmember Juarez is excused.",2,,
21,0.97,102.969,111.044,"As it goes to presentations, the next item on our agenda, I'm not aware of any presentations today.",2,,
22,0.97,111.044,111.311,Wonderful.,2,,
23,0.97,111.311,111.978,"Seeing none, we'll move forward.",2,,
24,0.97,111.978,121.154,"The minutes of the July 21st and 27th, 2020 city council have been presented and reviewed.",2,,
25,0.97,121.154,132.198,"I don't know what I said but the minutes of the January 21st and January 27th, 2020 city council minutes have been approved.",2,,
26,0.97,132.198,138.438,"Hearing no objection, the meeting minutes are going to be signed.",2,,
27,0.97,138.438,148.615,Moving on.,2,,
28,0.97,151.017,157.79,"If there's no objection to the introduction of referral calendar, the calendar will be adopted.",2,,
29,0.97,157.79,161.961,"Hearing no objection, the introduction to referral calendar is adopted.",2,,
30,0.97,161.961,167.0,"If there's no objection to the agenda, today's agenda will be adopted.",2,,
31,0.97,167.0,172.839,"Hearing no objection to the agenda, the agenda is adopted.",2,,
32,0.97,172.839,177.277,At this time we are excited to welcome all of those who have come for public comment.,2,,
33,0.97,177.277,185.518,We're going to make sure to keep the comments relevant to anything that's on today's Council agenda or our introduction and referral calendar.,2,,
34,0.97,185.518,189.489,I'm sure many of you have already reviewed our short calendar for today.,2,,
35,0.97,189.489,192.625,So I know your topics will be on point.,2,,
36,0.97,192.625,200.366,"Given the large number of people that are here, we are going to limit counsel presentations to one minute for individuals and two minutes for groups.",2,,
37,0.97,200.366,203.102,I appreciate folks staying within that Timeframe.,2,,
38,0.97,203.102,208.775,We have over 100 people already signed up to testify and my hope is we can get through everyone.,2,,
39,0.97,208.775,217.116,"We will take a break or a pause at 20 minutes in, so we can potentially consider extending the agenda to try to accommodate as many folks to speak as possible.",2,,
40,0.97,217.116,222.822,I will also note that I know this has come up on the Council agenda a few times prior.,2,,
41,0.97,222.822,225.792,There's been two opportunities to publically testify.,2,,
42,0.97,225.792,227.694,The first having a 30-minute Timeframe.,2,,
43,0.97,227.694,230.263,The second having an hour and 20-Minute Timeframe.,2,,
44,0.97,230.263,236.069,So I appreciate you limiting your comments to one minute per individual and two minutes per group.,2,,
45,0.97,236.069,240.44,"And as you have already been told, thank you for bringing your large signs to the back there.",2,,
46,0.97,240.44,247.413,"As folks are speaking, please don't hold up your signs too high so people in the audience and cameras can still see.",2,,
47,0.97,247.413,253.219,Aretha will be reading into the record the names of the folks who are here to testify.,2,,
48,0.97,253.219,256.222,And we'll make sure to read three names at a time.,2,,
49,0.97,256.222,265.198,"As we read three names, please line up three at a time to each of the microphones so we can keep this going quickly and so we can hear from as many people as possible.",2,,
50,0.97,265.198,267.533,I will note that we do not allow Booing.,2,,
51,0.97,267.533,269.269,I do not want to hear Booing here.,2,,
52,0.97,269.269,272.939,I know there's a lot of people here that would like to support what other people have to say.,2,,
53,0.97,272.939,280.647,"If you'd like to show signs of support, this is going to be welcome and that will also keep us moving along so we don't have to pause for applause.",2,,
54,0.97,280.647,284.951,This would be welcome for any Applausing.,2,,
55,0.97,284.951,286.853,I really am going to discourage Booing.,2,,
56,0.97,286.853,294.127,"With that, I want to make sure that folks have a chance to get up to the microphone given that we do have some people downstairs.",2,,
57,0.97,294.127,300.433,"Before we do as per our custom, we always have--elected officials have a chance to come up first.",2,,
58,0.97,300.433,309.242,"So with that, I'd like to welcome up Councilmember from the city of Redman.",2,,
59,0.97,309.242,312.512,Do we have Councilmember khan in the audience?,2,,
60,0.97,312.512,313.179,Wonderful.,2,,
61,0.97,313.179,319.285,"As she makes her way to the microphone, could you please read into the record the first three people that will speak after her.",2,,
62,0.97,319.285,329.662,"The first three names are Botma, Rahm, and Chempad.",3,,
63,0.97,329.662,329.996,Wonderful.,4,,
64,0.97,329.996,330.229,Welcome.,4,,
65,0.97,330.229,331.764,"Thank you, Councilmember, for being here.",4,,
66,0.97,331.764,333.299,Is this individual with you?,4,,
67,0.97,333.299,333.666,No.,5,,
68,0.97,333.666,334.067,Okay.,6,,
69,0.97,334.067,341.174,"Just as a reminder, we're not going to have folks stand up next to anybody that's Testifying that's not there as a group.",6,,
70,0.97,341.174,341.374,Okay.,6,,
71,0.97,341.374,341.641,Go ahead.,6,,
72,0.97,341.641,347.68,Thank you for the opportunity.,7,,
73,0.97,347.68,349.982,I'm a city Councilmember in the city of Redmond.,7,,
74,0.97,349.982,352.652,I want to speak in support of the resolution today.,7,,
75,0.97,352.652,362.195,I believe it is an important testimony and a statement to the community that lives in the city of Seattle as well as the wider region.,7,,
76,0.97,362.195,363.796,Coming here from Redmond --,7,,
77,0.97,363.796,369.802,"I'm sorry, Councilmember, I've already said that we're not going to have signs on either side.",8,,
78,0.97,369.802,377.91,"So for folks who are waiting their turn, you're welcome to stand up and wait in line behind but everybody needs to put their signs down.",8,,
79,0.97,377.91,378.978,Including the gentleman there.,9,,
