index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,18.485,22.222,"Good morning, the June 10, 2020 meeting of the land use the neighborhoods committee will come to order.",0,,
1,0.97,22.222,25.859,"It is the end 32 and I am Dan Strauss, chair of the committee.",0,,
2,0.97,25.859,29.829,While the clerk please call the role?,0,,
3,0.97,29.829,30.163,Mosqueda.,1,,
4,0.97,30.163,35.769,Here.,2,,
5,0.97,35.769,36.636,Juare.,3,,
6,0.97,36.636,40.273,Here.,4,,
7,0.97,40.273,41.074,Alex Pedersen.,5,,
8,0.97,41.074,42.942,Here.,6,,
9,0.97,42.942,43.343,Strauss.,7,,
10,0.97,43.343,45.578,Here.,8,,
11,0.97,45.578,51.684,Thank you.,9,,
12,0.97,51.684,63.196,We honor with gratitude the land and the peoples and tribes.,9,,
13,0.97,63.196,64.931,We have one item on the agenda today.,9,,
14,0.97,64.931,85.785,"The public hearing on counsel bill 119769 with the city council delivered on in the next meeting is Wednesday, July 22 at 9:30 A.M.",9,,
15,0.97,85.785,89.722,"Before we begin, if there is no objection, the agenda will be adopted.",9,,
16,0.97,89.722,95.128,"Hearing no objection, the agenda is adopted.",9,,
17,0.97,95.128,102.869,Our one item of business today is the post adoption public hearing for counsel bill 119769 also known as ordinance 126072.,9,,
18,0.97,102.869,115.548,"As a reminder, of this legislation, there are temporary changes to the due process is to address the impacts of the Covid-19 emergency.",9,,
19,0.97,115.548,124.958,We were able to adopt it without the normal hearing.,9,,
20,0.97,124.958,126.826,We you please read the item into the record?,9,,
21,0.97,126.826,129.262,"Agenda item number one, emergency permitting and design review ordinance.",10,,
22,0.97,129.262,129.662,Thank you.,11,,
23,0.97,129.662,135.335,We are joined by Lish Whitson and Ketil Freeman to provide a brief overview before opening the public hearing.,11,,
24,0.97,135.335,151.584,"Ketil Freeman might be joining us a little bit late so Lish Whitson, take it away.",11,,
25,0.97,151.584,152.785,Can you hear me?,12,,
26,0.97,152.785,153.253,Yes.,13,,
27,0.97,153.253,153.586,Great.,14,,
28,0.97,153.586,156.556,"Because Association was adopted by emergency powers, it requires a public hearing post adoption.",14,,
29,0.97,156.556,158.124,That hearing is taking place today.,14,,
30,0.97,158.124,159.125,It affects two Department processes.,14,,
31,0.97,159.125,169.936,The Department of construction and inspection review program and the historic preservation and review of public institutions carried out by the Department and neighborhoods.,14,,
