index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,11.177,16.383,"Project for June 7th, 2021 meeting will come to order.",0,,
1,0.97,16.383,19.452,It is to: 01 P.M.,0,,
2,0.97,19.452,21.888,"I am Lorena Gonzalez, president of the Council.",0,,
3,0.97,21.888,24.691,With the clerk please call the roll?,0,,
4,0.97,24.691,25.692,Boris.,1,,
5,0.97,25.692,27.293,Here.,2,,
6,0.97,27.293,28.895,Present.,3,,
7,0.97,28.895,30.764,Morales.,4,,
8,0.97,30.764,32.198,Mosqueda.,4,,
9,0.97,32.198,34.868,Pedersen.,5,,
10,0.97,34.868,35.802,Sawant.,6,,
11,0.97,35.802,38.204,Present.,7,,
12,0.97,38.204,39.305,Council President Gonzalez.,8,,
13,0.97,39.305,43.009,Seven present.,9,,
14,0.97,43.009,47.08,"Statement thank you so much, presentations.",9,,
15,0.97,47.08,50.917,I'm not aware of any so we are going to move to the approval of the minutes.,9,,
16,0.97,50.917,53.72,The minutes of the city council meeting of June 1ST 2021 have been reviewed.,9,,
17,0.97,53.72,56.589,"If there is no objection, the minutes will be signed.",9,,
18,0.97,56.589,59.025,"Hearing no objection, the minutes are being signed.",9,,
19,0.97,59.025,62.095,With the clerk please affix my signature to the minutes.,9,,
20,0.97,62.095,65.732,Approval of the introduction and referral calendar.,10,,
21,0.97,65.732,67.6,I moved to adopt the introduction and referral calendar.,10,,
22,0.97,67.6,71.037,Is there a second?,10,,
23,0.97,71.037,71.638,Second.,11,,
24,0.97,71.638,75.708,Thank you so much.,12,,
25,0.97,75.708,79.946,It has been moved and Seconded to adopt the introduction and referral calendar.,12,,
26,0.97,79.946,89.122,"As you may recall this morning I Council briefing, Councilmember Lewis addressed an amendment that he would like to make to the introduction and referral calendar.",12,,
27,0.97,89.122,95.428,"Councilmember Lewis, you are recognized in order to make your motion to amend today's introduction and referral calendar.",12,,
28,0.97,95.428,98.431,"Thank you so much, Madame President.",13,,
29,0.97,98.431,107.974,"I moved to so amend the introduction and referral calendar by adding Council bill, and I just want to get the number for the record here.",13,,
30,0.97,107.974,114.38,120096 two the introduction and referral calendar.,13,,
31,0.97,114.38,117.35,In keeping with the rules.,13,,
32,0.97,117.35,121.588,Great.,14,,
33,0.97,121.588,141.708,"Colleagues, just to clarify, that is Council bill 120096 entitled an ordinance related to appropriations for the human services Department amending ordinance 126127 which adopted the 2021 budget modifying improviser . and ratifying and confirming certain prior acts and by referring it to the city council.",14,,
34,0.97,141.708,142.775,"So, it has been moved.",14,,
35,0.97,142.775,146.112,Is there a second?,14,,
36,0.97,146.112,150.116,I will second that motion.,15,,
37,0.97,150.116,158.424,It has been moved and Seconded to amend the introduction and referral calendar to introduce Council the 120096.,16,,
38,0.97,158.424,159.859,And by referring into the city council.,16,,
39,0.97,159.859,162.896,Are there any additional comments?,16,,
40,0.97,162.896,165.865,"Hearing none, the clerk please call the roll on the adoption of the amendment?",16,,
41,0.97,184.284,194.761,"Seven in favor, none opposed.",17,,
42,0.97,195.995,203.236,"Thank you so much, the motion carries and be amended introduction and referral calendar is before the Council.",18,,
43,0.97,203.236,209.576,Other anymore comments on the introduction and referral calendar as amended?,18,,
44,0.97,209.576,214.414,"Hearing none, with the clerk please call the roll on the adoption of the amended introduction and referral calendar?",18,,
45,0.97,235.034,237.403,"Seven in favor, none opposed.",19,,
46,0.97,237.403,241.407,Thank you.,20,,
47,0.97,241.407,247.58,The motion carries and the introduction and referral calendar is adopted as amended approval of the agenda.,20,,
48,0.97,247.58,250.984,"If there is no objection, the agenda will be adopted.",20,,
49,0.97,250.984,257.09,"Hearing no objection, the agenda is adopted.",20,,
50,0.97,257.09,261.794,"Colleagues, at this time we will open the remote public comment period for items on the city council agenda.",20,,
51,0.97,261.794,267.233,"Introduction and referral calendar, and the Council's work program.",20,,
52,0.97,267.233,271.904,I want to thank everyone for their ongoing patience and cooperation as we continue to operate this remote public comment system.,20,,
53,0.97,271.904,279.245,It remains a strong intent of the city Council to have remote public comment regularly included on meeting Agendas.,20,,
54,0.97,279.245,290.59,"However, as a reminder, the city council reserves the right to end or eliminate these public comment periods at any point within the system is being abused or is no longer suitable for allowing our meetings to be conducted efficiently and effectively.",20,,
55,0.97,290.59,293.66,I will moderate the public comment period in the following manner.,21,,
56,0.97,293.66,302.368,"The public comment period was noted on the published agenda to be a total of 20 minutes, with each speaking have up to two minutes to address the Council.",21,,
57,0.97,302.368,308.074,"However colleagues, we have almost 100 people who have Preregistered to provide public comment today.",21,,
58,0.97,308.074,312.378,Mostly on the suite of bills related to new tenant protections.,21,,
59,0.97,312.378,319.886,"Unfortunately, we will not be able to accommodate hearing from every single person who Preregistered for public comment today.",21,,
60,0.97,319.886,326.859,"So, here's what I am going to do in order to facilitate hearing from as many people as possible.",21,,
