index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
0,0.97,9.109,15.949,"Good morning, callings, the October 5, 2020 meeting will come to order.",0,,
1,0.97,15.949,26.993,With the clerk please call the roll . [roll being called],0,,
2,0.97,26.993,37.27,Six present.,1,,
3,0.97,44.244,45.412,"Thank you, Madam clerk.",2,,
4,0.97,45.412,47.714,The counselors are silent on allowing electronic participation at counsel briefing meetings.,2,,
5,0.97,47.714,66.733,"To contest continue, I'm going to suspended rules to allow this meeting to occur while participating through electronic means so if there is no objection the Council will be suspended to allow electronics participation at counsel briefing meetings through November 9, 2020.",2,,
6,0.97,66.733,77.11,"Hearing no objection, the Council rules are suspended, the Council rules will be briefed electronically through November 9, 2020.",2,,
7,0.97,77.11,77.911,Thank you so much.,2,,
8,0.97,77.911,78.711,Approval of the minutes.,2,,
9,0.97,78.711,82.215,"If no objection the minutes of September 29, 2020 will be adopted.",2,,
10,0.97,82.215,93.893,"Hearing no objection, the minutes are Dr. adopted.",2,,
11,0.97,95.829,104.871,"Presents report, at this afternoon's council meeting room above a short important agenda considered a total of eight items in addition to the payment of the bills and approval of the introduction and referral Carolina.",3,,
12,0.97,104.871,105.171,Calendar.,3,,
13,0.97,105.171,112.178,The mass majority were referred to the city council which we will hear about from respective Councilmembers this morning with other pieces of legislation coming from utilities or Land-Use and never has committees.,3,,
14,0.97,112.178,119.452,I expect we will receive no more than 20 minutes of public comment in total this morning.,3,,
15,0.97,119.452,126.059,That is all I have this morning for the Presidents report.,3,,
16,0.97,126.059,130.897,We will move directly into a preview of today's city council actions and regional committees.,3,,
17,0.97,130.897,134.667,I want to let the record reflect that we have been joined by Council member Lewis.,3,,
18,0.97,134.667,137.604,"Welcome, council member Lewis.",3,,
19,0.97,137.604,138.438,"Thank you, Madam President.",4,,
20,0.97,138.438,143.71,As others join I will make sure to note that . It looks like we have just been joined by Council member Herbold as well.,5,,
21,0.97,143.71,144.911,"Good morning, council member Herbold.",5,,
22,0.97,144.911,155.221,Good morning.,6,,
23,0.97,157.79,158.124,Okay.,7,,
24,0.97,158.124,161.094,"We are already a preview of today's city council actions, counsel and regional committees.",7,,
25,0.97,161.094,163.63,I will call on Councilmembers established by the local for city council meetings.,7,,
